horario,memoria(%),cpu(%),Block-use(bytes),Net-in(bytes),Net-out(bytes),TimeStamp,round
12:52:42,8.2,23.4,5234688,38772168,50229656,1671627162,4
12:51:41,8.2,23.3,4575232,33247567,42796950,1671627101,3
13:34:20,7.5,23.2,46809088,617164479,850177511,1671629660,11
13:29:02,8.7,23,53968896,507420783,697090772,1671629342,10
13:21:43,9.5,22.8,41013248,375487583,513196596,1671628903,9
13:33:00,7.3,22.8,44150784,588594171,809704939,1671629580,11
13:36:05,7.5,22.8,50614272,655955720,904128810,1671629765,11
12:42:41,7.6,22.7,651264,4147807,5174285,1671626561,2
12:43:07,7.6,22.7,724992,4657552,5813733,1671626587,2
13:12:03,9.4,22.7,26460160,230370900,311267966,1671628323,7
13:22:18,9.5,22.7,42029056,385602232,527216963,1671628938,9
13:03:13,9.1,22.6,15192064,125215238,166951969,1671627793,6
13:35:30,7.4,22.6,49344512,643100083,886246678,1671629730,11
13:36:40,7.5,22.6,51879936,668834997,922020116,1671629800,11
13:28:26,8.7,22.3,52822016,495797116,680953862,1671629306,10
13:37:20,7.5,22.3,53280768,683494661,942771825,1671629840,11
13:32:13,9.6,22.2,41992192,568061266,782058982,1671629533,11
12:42:16,7.6,22.1,577536,3639463,4536206,1671626536,1
12:44:03,7.9,22.1,954368,6180499,7731912,1671626643,2
13:32:20,7.3,22.1,42876928,575450304,791131376,1671629540,11
13:33:45,7.4,21.9,45539328,604174454,832132950,1671629625,11
13:34:55,7.3,21.9,48078848,630139699,868209778,1671629695,11
13:36:45,7.5,21.9,52002816,670600626,924923860,1671629805,11
13:28:00,7.3,21.8,52514816,491177721,673351514,1671629280,10
13:36:10,7.5,21.8,50741248,657731534,907030025,1671629770,11
13:00:51,7.7,21.7,12853248,103422561,137054365,1671627651,5
13:37:01,8.8,21.7,52105216,671550941,926468356,1671629821,11
13:12:38,9.4,21.6,27226112,237478904,320964214,1671628358,7
13:30:55,7.2,21.6,40374272,548420518,753042010,1671629455,10
13:35:35,7.4,21.6,49467392,644867948,889157639,1671629735,11
13:09:41,8.5,21.5,23375872,201829007,272090443,1671628181,7
13:31:00,7.3,21.5,40493056,550690000,756787001,1671629460,10
13:03:43,9.1,21.4,15835136,131167586,175057661,1671627823,6
13:33:05,7.4,21.3,44261376,591039724,813788958,1671629585,11
13:34:25,7.4,21.3,46927872,619002805,853170928,1671629665,11
13:09:06,8.4,21.2,22614016,194497652,262006367,1671628146,7
13:04:13,9.1,21.1,16474112,136959770,182917286,1671627853,6
12:53:43,8.4,21,6025216,45286928,58941229,1671627223,4
13:18:01,8.4,20.9,35131392,315434254,429175902,1671628681,8
13:18:36,8.4,20.9,36024320,324058835,441004225,1671628716,8
13:27:51,8.6,20.9,51683328,484289691,664979341,1671629271,10
13:28:35,7.2,20.9,53653504,502776252,689472013,1671629315,10
13:36:26,8.9,20.8,50839552,658657718,908576318,1671629786,11
12:44:28,7.9,20.7,1093632,7174078,8985159,1671626668,2
13:00:21,7.7,20.7,12337152,99019298,131149277,1671627621,5
13:28:41,7.2,20.7,53764096,505004600,693153265,1671629321,10
13:32:25,7.3,20.7,42987520,577881988,795220248,1671629545,11
13:27:25,7.1,20.6,51367936,479567293,657215311,1671629245,10
13:33:10,7.4,20.4,44380160,592840970,816786991,1671629590,11
13:35:00,7.3,20.4,48197632,631919616,871133597,1671629700,11
13:23:00,7.1,20.3,43778048,401730691,548617039,1671628980,9
12:41:51,7.6,20.2,503808,3124989,3890019,1671626511,1
12:56:38,8.4,20.2,8724480,67027039,87740890,1671627398,4
13:13:58,9.4,20.2,28909568,254724871,345050894,1671628438,8
13:26:10,7.0,20.2,49074176,456111018,624387716,1671629170,10
12:47:43,7.9,20.1,2195456,15136287,19014205,1671626863,2
12:54:38,8.3,20.1,6799360,51536384,67227341,1671627278,4
12:59:51,7.8,20.1,11821056,94647647,125258337,1671627591,5
13:33:50,7.4,20.1,45654016,605968595,835080870,1671629630,11
12:51:16,8.2,20,4308992,31277013,40233307,1671627076,3
12:43:37,7.8,19.8,811008,5178115,6472009,1671626617,2
13:23:35,7.1,19.8,44789760,411933465,562717811,1671629015,9
13:24:10,7.1,19.8,45813760,422016827,576676887,1671629050,9
13:25:18,9.6,19.8,47140864,435946034,596862803,1671629118,10
13:28:05,7.3,19.8,52621312,493415575,677030276,1671629285,10
13:22:53,9.4,19.6,43061248,395695443,541199143,1671628973,9
13:26:41,8.6,19.6,49397760,461028587,632551651,1671629201,10
13:01:57,8.9,19.4,13893632,112312575,149001771,1671627717,6
13:24:45,9.6,19.4,46829568,431971826,590483442,1671629085,9
13:31:05,7.3,19.2,40611840,552267685,759354656,1671629465,10
12:44:53,7.9,19,1236992,8183596,10251755,1671626693,2
12:50:51,8.3,19,4050944,29317229,37674317,1671627051,3
13:19:08,8.4,18.9,36917248,332595060,452734224,1671628748,8
13:27:30,7.1,18.8,51478528,481773344,660874214,1671629250,10
13:32:30,7.3,18.8,43102208,579671343,798240981,1671629550,11
13:05:43,9.1,18.7,18403328,154248643,206488806,1671627943,6
13:26:15,7.0,18.7,49176576,458335898,628103382,1671629175,10
13:04:43,9.0,18.6,17121280,142782817,190803009,1671627883,6
12:41:26,7.6,18.5,430080,2613724,3250414,1671626486,1
12:50:26,8.2,18.5,3784704,27365550,35135148,1671627026,3
12:55:03,8.4,18.5,7192576,54649158,71341545,1671627303,4
12:59:21,7.8,18.5,11309056,90202719,119286078,1671627561,5
13:34:08,9.8,18.5,45821952,607302214,837034456,1671629648,11
13:24:03,9.6,18.4,45105152,416044513,569307901,1671629043,9
13:33:15,7.4,18.4,44498944,593988579,818655307,1671629595,11
12:54:13,8.4,18.3,6418432,48459354,63138641,1671627253,4
12:56:48,8.8,18.3,8753152,67122371,87818363,1671627408,5
13:24:50,7.2,18.3,46940160,433931551,593712033,1671629090,9
13:32:53,9.7,18.3,43286528,581244872,800604749,1671629573,11
13:17:26,8.4,18.2,34238464,306848324,417373005,1671628646,8
13:21:55,7.3,18.2,41840640,383520360,523877910,1671628915,9
13:26:55,7.2,18.1,50331648,470125742,644661191,1671629215,10
12:45:18,7.9,18,1376256,9184693,11508470,1671626718,2
12:50:01,8.2,18,3522560,25391602,32539369,1671627001,3
12:55:28,8.4,18,7577600,57744386,75440699,1671627328,4
12:58:51,7.7,18,10797056,85768723,113284531,1671627531,5
13:07:56,8.3,18,21078016,179791568,241708611,1671628076,7
13:08:31,8.5,18,21848064,187209388,251956689,1671628111,7
13:13:08,8.4,18,27979776,244493195,330566939,1671628388,7
13:24:15,7.1,18,45920256,423931918,579873240,1671629055,9
13:26:01,8.6,18,48250880,449204982,615991137,1671629161,10
13:30:30,7.2,18,57311232,540853432,743427701,1671629430,10
13:14:33,9.4,17.9,29814784,263631004,357415633,1671628473,8
13:19:16,9.4,17.8,36921344,332610182,452754062,1671628756,9
13:27:16,8.6,17.8,50540544,472681588,648861331,1671629236,10
12:49:36,8.1,17.7,3256320,23438271,29987938,1671626976,3
13:27:35,7.1,17.7,51589120,483385798,663512880,1671629255,10
13:22:30,7.3,17.6,42856448,393575325,537852929,1671628950,9
13:30:20,9.6,17.6,57081856,537075173,737130446,1671629420,10
12:41:01,7.6,17.5,356352,2096555,2604282,1671626461,1
12:55:53,8.4,17.5,7962624,60856665,79554494,1671627353,4
13:05:13,9.1,17.5,17764352,148515968,198604430,1671627913,6
12:52:12,8.3,17.3,4841472,35209210,45344312,1671627132,4
13:21:15,9.6,17.3,40722432,371374042,506525639,1671628875,9
13:31:45,7.2,17.3,41738240,565069094,777239814,1671629505,11
13:33:33,9.7,17.3,44568576,594306078,818910381,1671629613,11
13:35:51,8.7,17.3,49573888,645855171,890763072,1671629751,11
13:23:28,9.6,17.2,44089344,405914989,555279368,1671629008,9
13:28:46,7.2,17.2,53878784,506590899,695744951,1671629326,10
13:31:27,9.7,17.2,40697856,552986024,760511883,1671629487,11
13:01:49,7.8,17,13885440,112297763,148982119,1671627709,5
13:06:13,9.3,17,19050496,160024326,214296809,1671627973,6
13:22:35,7.3,17,42962944,394953773,540116919,1671628955,9
13:33:55,7.2,17,45768704,607068086,836863604,1671629635,11
13:34:43,9.8,17,47099904,620353144,855101540,1671629683,11
13:30:25,7.3,16.9,57196544,539243556,740806006,1671629425,10
12:45:43,7.9,16.8,1511424,10186885,12767487,1671626743,2
12:47:53,7.9,16.8,2220032,15205444,19072800,1671626873,3
13:07:18,9.2,16.8,20340736,171415257,229709962,1671628038,7
13:27:00,7.2,16.8,50434048,471691435,647264373,1671629220,10
13:16:51,8.3,16.7,33349632,298261457,405477778,1671628611,8
13:31:40,7.2,16.7,41644032,562918023,773637419,1671629500,11
13:26:50,9.6,16.6,50229248,467937234,640979294,1671629210,10
13:16:16,8.3,16.5,32452608,289598422,393471123,1671628576,8
13:23:45,7.1,16.3,44998656,415289838,568249255,1671629025,9
13:23:10,7.1,16.2,43978752,405104383,554135132,1671628990,9
13:31:18,8.7,16.2,40685568,552962794,760486865,1671629478,10
13:18:15,6.9,16.1,35889152,322625654,438670053,1671628695,8
12:40:36,7.6,16,274432,1578797,1958108,1671626436,1
12:52:03,8.3,16,4837376,35194604,45324940,1671627123,3
13:15:20,7.0,16,31416320,279331552,378855086,1671628520,8
12:39:17,5.9,15.8,40960,21657,11304,1671626357,0
13:17:40,6.9,15.8,34992128,313989213,426818861,1671628660,8
13:18:50,7.0,15.8,36782080,331199982,450460261,1671628730,8
13:16:30,6.9,15.7,33206272,296703553,402926541,1671628590,8
13:18:10,9.5,15.7,35794944,320922524,435865016,1671628690,8
13:29:11,7.4,15.7,54800384,514332111,705511051,1671629351,10
,,,,,,,
13:21:50,9.5,15.6,41738240,381536341,520599819,1671628910,9
13:15:50,9.4,15.5,32219136,286426961,388215211,1671628550,8
13:15:55,6.8,15.5,32313344,288106787,391019246,1671628555,8
13:17:05,7.0,15.5,34099200,305321025,414875360,1671628625,8
13:18:45,9.5,15.5,36683776,329528689,447687556,1671628725,8
13:22:00,7.4,15.5,41943040,384880703,526115130,1671628920,9
13:15:08,9.4,15.4,30715904,272420143,369555145,1671628508,8
13:22:25,9.5,15.4,42754048,391616876,534612743,1671628945,9
,,,,,,,
12:46:08,7.9,15.3,1654784,11186903,14025514,1671626768,2
13:21:25,6.9,15.3,40923136,374741646,512053959,1671628885,9
13:26:25,7.0,15.3,49393664,460998487,632509546,1671629185,10
,,,,,,,
,,,,,,,
,,,,,,,
13:24:38,9.6,15.2,46137344,426059166,583129957,1671629078,9
,,,,,,,
13:17:35,9.4,15.1,34893824,312270954,423989002,1671628655,8
12:39:23,7.5,15,49152,50135,38822,1671626363,1
12:56:18,8.5,15,8359936,64002294,83695605,1671627378,4
13:23:40,7.1,15,44892160,413892202,565962420,1671629020,9
13:23:05,7.1,14.9,43880448,403719538,551884590,1671628985,9
12:58:21,7.7,14.8,10276864,81333427,107309691,1671627501,5
13:14:10,7.0,14.7,29614080,261670243,354315909,1671628450,8
13:15:43,9.3,14.7,31612928,281226023,381755449,1671628543,8
13:27:05,7.2,14.7,50536448,472676641,648858102,1671629225,10
,,,,,,,
13:28:10,7.3,14.6,52731904,494983448,679611781,1671629290,10
12:57:51,7.6,14.5,9764864,76819267,101207432,1671627471,5
13:12:15,6.9,14.5,27111424,236454869,319361569,1671628335,7
13:17:10,7.0,14.5,34193408,306476666,416767561,1671628630,8
13:25:40,7.2,14.5,48148480,448247874,614434688,1671629140,10
13:14:45,6.9,14.4,30527488,270569177,366725182,1671628485,8
13:25:30,8.7,14.4,47972352,444834763,608759435,1671629130,10
12:40:11,7.5,14.3,200704,1059872,1311213,1671626411,1
13:06:41,8.4,14.3,19660800,165559010,221872711,1671628001,6
,,,,,,,
,,,,,,,
13:09:55,7.0,14,24035328,207936184,280180993,1671628195,7
13:16:35,6.9,14,33300480,297866729,404835236,1671628595,8
13:18:55,7.0,13.9,36880384,332311738,452277877,1671628735,8
,,,,,,,
12:49:11,8.1,13.8,2998272,21442793,27385676,1671626951,3
13:18:20,6.9,13.8,35987456,323746457,440498468,1671628700,8
13:26:20,7.0,13.8,49283072,459943927,630794555,1671629180,10
13:29:55,6.9,13.8,56172544,529483707,727497871,1671629395,10
13:11:40,8.7,13.7,26345472,229302230,309584785,1671628300,7
13:15:25,7.0,13.7,31506432,280523930,380810757,1671628525,8
13:20:50,7.0,13.7,39903232,364454072,497728666,1671628850,9
13:24:36,8.7,13.7,46084096,425814769,582951354,1671629076,9
,,,,,,,
13:06:43,9.1,13.6,19697664,165731311,221998792,1671628003,6
13:14:50,6.9,13.6,30617600,271743879,368647141,1671628490,8
13:16:25,9.4,13.6,33107968,294980092,400076933,1671628585,8
13:17:00,9.4,13.6,34004992,303628839,412051425,1671628620,8
13:21:20,6.9,13.6,40820736,373367597,509786785,1671628880,9
12:46:33,7.9,13.5,1789952,12189982,15284849,1671626793,2
13:15:41,8.4,13.5,31567872,281008386,381596414,1671628541,8
13:16:00,6.8,13.5,32407552,289231636,392871709,1671628560,8
13:24:20,7.1,13.5,46026752,425282294,582093505,1671629060,9
13:29:16,7.4,13.5,54910976,516527099,709158980,1671629356,10
,,,,,,,
13:15:15,9.4,13.4,31318016,277606191,376004224,1671628515,8
13:17:45,6.9,13.4,35090432,315106793,428646376,1671628665,8
12:57:23,8.7,13.3,9277440,72318140,94993706,1671627443,5
13:12:50,7.1,13.3,27881472,243535787,329020664,1671628370,7
13:14:15,7.0,13.3,29708288,262874405,356327998,1671628455,8
13:16:18,9.4,13.3,32509952,289862468,393664168,1671628578,8
13:24:55,7.2,13.3,47042560,435258731,595891949,1671629095,9
13:25:45,7.2,13.3,48242688,449174655,615948674,1671629145,10
,,,,,,,
12:47:23,7.9,13.2,2064384,14173408,17783676,1671626843,2
13:15:06,8.4,13.2,30670848,272208151,369400139,1671628506,8
,,,,,,,
13:12:45,9.4,13,27783168,242091189,326650847,1671628365,7
13:16:53,9.3,13,33406976,298540263,405681674,1671628613,8
,,,,,,,
,,,,,,,
,,,,,,,
12:57:21,8.6,12.8,9248768,72180405,94893213,1671627441,5
13:08:45,6.9,12.8,22499328,193293059,260039589,1671628125,7
13:19:31,9.4,12.8,37691392,341061837,464221550,1671628771,9
,,,,,,,
,,,,,,,
,,,,,,,
12:46:58,7.9,12.7,1929216,13191137,16543227,1671626818,2
12:48:46,8.1,12.7,2736128,19415217,24714745,1671626926,3
13:05:50,9.2,12.7,18866176,158122822,211288117,1671627950,6
12:57:53,8.8,12.6,9793536,76960699,101310823,1671627473,5
,,,,,,,
12:39:46,7.5,12.5,126976,539530,663467,1671626386,1
13:05:25,9.2,12.5,18309120,153509244,205369846,1671627925,6
13:06:55,6.8,12.5,20238336,170685401,228666801,1671628015,6
13:10:26,9.3,12.5,24719360,213696034,287679708,1671628226,7
13:12:20,6.9,12.5,27205632,237385911,320875842,1671628340,7
13:12:55,6.9,12.5,27971584,244463916,330525301,1671628375,7
13:06:25,9.3,12.3,19599360,164976196,220926470,1671627985,6
13:10:31,7.0,12.3,24805376,215112801,290047274,1671628231,7
13:12:10,9.4,12.3,27021312,235008773,316981718,1671628330,7
12:43:29,7.6,12.2,802816,5163990,6453001,1671626609,2
13:04:55,9.1,12.2,17674240,147782653,197500263,1671627895,6
13:20:45,7.0,12.2,39800832,363026644,495437499,1671628845,9
,,,,,,,
13:09:25,6.9,12.1,23351296,201605366,271736824,1671628165,7
13:19:18,9.4,12.1,36999168,332951064,453002183,1671628758,9
,,,,,,,
13:09:50,9.3,12,23949312,206485355,277775512,1671628190,7
13:11:45,6.9,12,26435584,230259613,311138852,1671628305,7
,,,,,,,
13:04:20,9.1,11.9,16941056,140818905,187666000,1671627860,6
12:48:21,7.9,11.8,2465792,17295812,21898382,1671626901,3
12:58:23,8.9,11.8,10309632,81478341,107415783,1671627503,5
13:04:25,9.1,11.8,17027072,142020603,189645211,1671627865,6
13:05:15,9.1,11.8,17899520,149556934,199767039,1671627915,6
13:06:11,8.5,11.8,19021824,159894625,214201818,1671627971,6
13:08:05,9.3,11.8,21635072,184418978,247358184,1671628085,7
13:08:40,9.4,11.8,22413312,191861019,257653773,1671628120,7
13:20:40,9.5,11.8,39702528,360977285,492078684,1671628840,9
13:03:55,9.1,11.7,16384000,136223723,181765930,1671627835,6
13:03:25,6.6,11.6,15736832,130344757,173767907,1671627805,6
13:04:50,9.0,11.6,17588224,146622890,195569739,1671627890,6
13:09:15,9.3,11.6,23171072,199151433,267689684,1671628155,7
12:48:23,8.1,11.5,2482176,17369377,21952360,1671626903,3
13:03:50,9.1,11.5,16302080,135042003,179813081,1671627830,6
13:11:35,9.4,11.5,26255360,227839705,307180959,1671628295,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
12:43:28,7.6,11.3,798720,5155984,6447945,1671626608,2
13:08:15,7.1,11.3,21798912,186855512,251381518,1671628095,7
,,,,,,,
,,,,,,,
,,,,,,,
13:06:20,9.3,11.1,19509248,163821570,219030586,1671627980,6
13:06:50,9.2,11.1,20148224,169523553,226751178,1671628010,6
13:07:58,9.2,11.1,21127168,180036791,241887459,1671628078,7
13:08:33,9.4,11.1,21901312,187461127,252140668,1671628113,7
13:03:20,9.1,11,15654912,129117552,171748565,1671627800,6
13:05:20,9.1,11,18223104,152361898,203429090,1671627920,6
13:23:26,8.7,11,44048384,405726254,555141346,1671629006,9
13:24:01,8.6,11,45064192,415860497,569173339,1671629041,9
,,,,,,,
,,,,,,,
12:48:48,8.2,10.8,2752512,19492932,24771714,1671626928,3
13:00:30,8.8,10.8,12742656,102224528,135090102,1671627630,5
13:09:20,9.3,10.8,23257088,200621647,270125239,1671628160,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
12:59:30,9.0,10.7,11706368,93413061,123233055,1671627570,5
13:02:55,9.0,10.7,15163392,125064734,166751097,1671627775,6
,,,,,,,
,,,,,,,
13:01:00,8.8,10.5,13254656,106613175,140981646,1671627660,5
,,,,,,,
12:46:56,7.9,10.3,1921024,13153269,16516186,1671626816,2
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
13:05:55,9.3,10.1,18952192,159301505,213231523,1671627955,6
,,,,,,,
12:56:00,8.4,10,8265728,63265197,82564684,1671627360,4
12:58:35,8.9,10,10756096,85447824,112766860,1671627515,5
13:00:00,8.8,10,12226560,97830518,129193081,1671627600,5
13:00:35,8.8,10,12816384,103136503,136588878,1671627635,5
13:07:16,9.2,10,20312064,171271799,229605330,1671628036,7
,,,,,,,
12:59:35,9.0,9.8,11784192,94345732,124767051,1671627575,5
13:05:41,8.1,9.8,18378752,154143046,206411451,1671627941,6
13:08:10,9.3,9.8,21721088,185864167,249759872,1671628090,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
12:56:16,8.4,9.7,8343552,63918237,83633927,1671627376,4
,,,,,,,
,,,,,,,
,,,,,,,
