horario,memoria(%),cpu(%),Block-use(bytes),Net-in(bytes),Net-out(bytes),TimeStamp,round
14:27:34,72.5,100,43995136,414186678,558694938,1671200855,9
14:28:09,72.6,100,45010944,424521217,572771887,1671200890,9
14:28:44,72.7,100,46030848,434885957,586872353,1671200925,9
14:30:04,74.0,100,48197632,458999389,620403790,1671201005,10
14:30:39,74.0,100,49340416,471080106,637062632,1671201040,10
14:31:15,74.7,100,50487296,483019193,653452293,1671201076,10
14:31:50,75.2,100,51621888,494957558,669780783,1671201111,10
14:32:25,70.9,100,52768768,506815344,686038198,1671201146,10
14:33:00,73.1,100,36798464,518724723,702327820,1671201181,10
14:33:35,75.9,100,37941248,530515234,718429432,1671201216,10
14:34:10,75.7,100,39084032,542301490,734551606,1671201251,10
14:34:44,64.4,100,40226816,554050831,750598186,1671201285,10
14:34:45,76.0,100,40226816,554051141,750598420,1671201286,10
14:35:25,89.1,100,41373696,565816119,766671831,1671201326,11
14:36:05,75.1,100,42647552,581080839,788175131,1671201366,11
14:36:44,78.6,100,43921408,594602834,806836250,1671201405,11
14:37:19,65.3,100,45178880,608142904,825493414,1671201440,11
14:37:20,78.1,100,45178880,608144486,825494761,1671201441,11
14:37:54,64.6,100,46452736,621431702,843699219,1671201475,11
14:37:55,76.8,100,46452736,621431922,843699377,1671201476,11
14:38:29,73.2,100,47718400,634693057,861861466,1671201510,11
14:39:04,75.4,100,48984064,647953164,879974319,1671201545,11
14:39:39,73.0,100,50253824,661267716,898156738,1671201580,11
14:40:14,76.4,100,51527680,674576201,916360516,1671201615,11
14:40:27,53.1,100,52580352,685056120,930012211,1671201629,11
14:40:50,78.1,100,52793344,687728225,934318399,1671201651,11
14:40:58,78.1,100,53719040,695439604,943520475,1671201659,11
13:43:54,55.7,99,16384,23024,23110,1671198235,1
13:46:49,51.6,99,540672,3663759,4574910,1671198410,1
13:48:34,56.6,99,913408,6249978,7812768,1671198515,2
13:48:59,64.9,99,1052672,7261102,9084924,1671198540,2
13:51:29,65.2,99,1875968,13420186,16811973,1671198690,2
13:55:25,55.3,99,4001792,29871227,38113979,1671198926,3
13:59:54,58.2,99,7516160,58715697,76022015,1671199195,4
14:00:19,58.3,99,7905280,61868633,80137754,1671199220,4
14:05:49,59.0,99,13320192,109772389,144033115,1671199550,5
14:29:15,59.8,99,47046656,445105785,600809556,1671200956,9
14:00:01,35.2,98.4,7757824,60062117,77216478,1671199202,4
13:45:59,38.4,98,389120,2612044,3265472,1671198360,1
13:52:24,56.2,98,2158592,15507288,19419821,1671198745,3
13:56:45,68.9,98,4800512,35839388,45803199,1671199006,4
14:01:14,72.7,98,8683520,68164223,88346543,1671199275,5
14:05:20,61.0,98,12808192,105283271,138075068,1671199521,5
14:06:24,61.3,98,13848576,114251234,149972167,1671199585,6
14:11:39,75.9,98,20262912,174259393,230817933,1671199900,7
14:13:29,51.9,98,22564864,198012953,263529399,1671200010,7
14:17:25,73.0,98,27942912,249347488,332703541,1671200246,8
14:22:44,55.8,98,35975168,330744696,444211669,1671200565,8
14:23:25,81.6,98,36868096,339588323,456212140,1671200606,9
14:29:24,85.9,98,47054848,445131159,600836498,1671200965,10
14:35:24,82.9,98,41373696,565815907,766671739,1671201325,11
14:38:30,78.0,98,47722496,634714821,861877431,1671201511,11
14:40:22,51.5,98,52453376,682316086,925603525,1671201623,11
13:55:24,42.4,97,4001792,29869653,38112632,1671198925,3
14:04:49,47.9,97,12292096,100795710,132141075,1671199490,5
14:17:24,79.0,97,27934720,249323286,332685820,1671200245,8
14:41:03,53.7,97,53846016,698147820,947896992,1671201664,11
14:34:09,62.8,96.1,39084032,542299916,734550259,1671201250,10
13:48:09,57.0,96,774144,5231741,6530239,1671198490,2
13:48:10,56.6,96,782336,5236013,6533608,1671198491,2
13:52:15,56.2,96,2154496,15490696,19398979,1671198736,2
14:25:50,71.8,96,40947712,383176789,516345400,1671200751,9
14:05:50,61.2,95,13328384,109788017,144044586,1671199551,5
13:47:40,54.8,94.9,692224,4698833,5865255,1671198461,1
13:57:15,61.1,94,5189632,39431359,50711764,1671199036,4
14:04:19,48.0,94,11780096,96222899,126058402,1671199460,5
13:56:44,55.6,93.9,4800512,35837760,45801812,1671199005,4
14:39:52,54.4,93.9,51302400,671747872,911823541,1671201593,11
13:59:05,58.2,93.1,6746112,52476786,67844041,1671199146,4
14:39:47,52.5,93.1,51179520,668945526,907330043,1671201588,11
14:14:40,65.4,93,24109056,212871856,283598703,1671200081,7
14:15:15,65.6,92.9,24870912,220256900,293587463,1671200116,7
14:26:25,72.9,92.9,41971712,393474799,530430341,1671200786,9
14:30:47,48.6,92,50171904,478011448,645376964,1671201048,10
14:33:34,63.0,92,37941248,530513660,718428085,1671201215,10
14:24:04,79.2,91.9,37892096,351697053,473291710,1671200645,9
14:18:05,85.5,91.1,28844032,259635114,347234382,1671200286,8
13:54:33,43.7,91,3477504,25893833,32981618,1671198874,3
14:22:09,55.9,91,35074048,321961462,432270048,1671200530,8
14:27:00,72.2,91,42995712,403908721,544640925,1671200821,9
14:39:57,52.9,91,51425280,673647649,914857416,1671201598,11
14:03:49,47.8,90.1,11259904,91732869,120088902,1671199430,5
14:31:23,48.8,90,51314688,490047290,661875305,1671201084,10
13:46:50,51.6,89.9,544768,3670406,4579794,1671198411,1
14:08:05,62.4,89.9,15777792,133139843,175713753,1671199686,6
14:30:05,74.0,89.9,48218112,459085245,620466446,1671201006,10
13:58:40,58.2,89.1,6356992,49311805,63705167,1671199121,4
14:16:19,52.6,89.1,26402816,234909326,313377457,1671200180,7
13:46:25,51.6,89,466944,3146672,3927994,1671198386,1
14:39:05,75.5,88.9,49008640,648067206,880057576,1671201546,11
13:59:30,58.2,88.2,7135232,55611698,71942249,1671199171,4
14:24:39,58.3,88.1,38912000,362285418,487837559,1671200680,9
13:45:33,55.5,88,315392,2089520,2616483,1671198334,1
14:36:04,64.8,88,42647552,581079265,788173784,1671201365,11
14:39:22,53.9,88,50159616,660286351,896583434,1671201563,11
14:23:24,68.6,87.9,36868096,339586785,456210829,1671200605,9
13:54:59,42.4,87,3743744,27891611,35564601,1671198900,3
14:08:35,62.4,87,16424960,139121736,183728091,1671199716,6
14:12:54,51.8,86.9,21798912,190453640,253307987,1671199975,7
14:03:18,47.5,86.1,10747904,87204443,114062856,1671199399,5
14:39:17,52.4,86.1,50032640,658404098,893571551,1671201558,11
14:12:18,70.5,86,21028864,182831567,242883965,1671199939,7
14:39:12,51.4,86,49909760,655573204,889036119,1671201553,11
13:59:55,58.2,84,7524352,58749493,76046812,1671199196,4
14:15:50,65.9,83.8,25649152,227635738,303522002,1671200151,7
14:30:12,48.3,83.8,49020928,465872445,628634385,1671201013,10
14:01:15,66.5,83.5,8695808,68215704,88384077,1671199276,5
13:54:08,57.4,83,3219456,23885560,30379707,1671198849,3
14:31:58,48.7,83,52457472,501987519,678197183,1671201119,10
14:38:47,51.3,82.2,48881664,646968642,878390511,1671201528,11
13:57:45,57.7,81.8,5586944,42847339,55218595,1671199066,4
14:32:24,60.6,81.8,52768768,506813770,686036851,1671201145,10
13:44:43,64.5,81.2,159744,1055326,1324419,1671198284,1
13:45:08,55.4,81.2,237568,1570859,1969002,1671198309,1
14:38:42,51.3,81.2,48758784,645034062,875291070,1671201523,11
14:21:33,55.6,81,34185216,313247948,420391781,1671200494,8
14:01:05,45.5,80,8675328,68139858,88320470,1671199266,4
13:47:15,51.6,79.8,618496,4191328,5228315,1671198436,1
14:30:40,74.0,79.8,49373184,471239332,637178934,1671201041,10
14:38:37,51.3,79.2,48640000,642217704,870788245,1671201518,11
13:53:43,60.7,79,2953216,21844368,27743474,1671198824,3
14:27:35,72.6,79,44027904,414327249,558797570,1671200856,9
13:58:15,58.2,77.5,5976064,46115089,59503705,1671199096,4
14:39:40,73.6,77.3,50302976,661478580,898310411,1671201581,11
14:30:22,49.5,77.2,49233920,470061998,635403602,1671201023,10
14:32:33,71.7,77.2,53604352,513870913,694547168,1671201154,10
14:32:59,62.9,77.2,36798464,518723095,702326433,1671201180,10
14:00:20,58.3,77,7917568,61917686,80173698,1671199221,4
14:30:57,48.8,77,50388992,482099521,651965040,1671201058,10
14:18:40,68.5,76.8,29749248,268776618,359718698,1671200321,8
14:29:25,78.6,76.3,47099904,445330322,600981569,1671200966,10
14:07:35,63.3,75.8,15155200,127127620,167592752,1671199656,6
14:20:23,55.0,75.2,32399360,295502179,396240189,1671200424,8
14:28:10,72.7,75.2,45051904,424689304,572894738,1671200891,9
14:28:52,46.9,75.2,46780416,441175805,594453863,1671200933,9
14:40:33,53.2,75.2,52703232,686842550,932903241,1671201634,11
14:09:05,62.9,75,17072128,145060552,191661346,1671199746,6
14:32:38,53.0,75,53714944,516273486,698389890,1671201159,10
14:40:51,78.1,75,52838400,687945535,934476826,1671201652,11
14:38:02,76.8,74.7,47370240,628870163,852481355,1671201483,11
14:21:42,42.5,74.5,34848768,318776540,427109592,1671200503,8
14:38:12,51.9,74.5,47616000,633666376,860211097,1671201493,11
14:33:08,48.9,74.3,37634048,525788151,710791859,1671201189,10
14:21:07,42.7,74,33951744,309972193,415102454,1671200468,8
14:29:02,46.9,74,47001600,444686634,600136821,1671200943,9
14:38:07,51.9,74,47493120,631687413,857028950,1671201488,11
13:49:00,61.5,73.7,1056768,7280402,9098854,1671198541,2
14:20:58,55.5,73.3,33292288,304388125,408352994,1671200459,8
14:36:45,78.6,73.2,43970560,594838977,807009225,1671201406,11
14:31:33,49.4,73,51535872,494111820,668421270,1671201094,10
14:20:32,42.4,72.5,33058816,301045329,402986480,1671200433,8
13:44:18,55.8,72.3,90112,538052,672300,1671198259,1
14:19:57,43.8,72.3,32161792,292217447,390902772,1671200398,8
14:41:08,53.7,72.3,53968896,699998272,950868157,1671201669,11
14:00:45,58.4,71.7,8306688,65044942,84258169,1671199246,4
14:09:35,62.9,71.6,17715200,150963562,199574774,1671199776,6
13:48:35,56.6,71.3,917504,6269864,7827002,1671198516,2
14:02:48,47.4,71.3,10240000,82627613,107952391,1671199369,5
14:40:15,76.4,71.3,51576832,674824055,916541521,1671201616,11
13:53:18,67.3,71,2686976,19776548,25050347,1671198799,3
14:28:45,73.3,70.7,46075904,435078122,587012680,1671200926,9
13:52:53,40.5,70.3,2428928,17670937,22294087,1671198774,3
14:22:18,43.1,70.3,35733504,327556012,439058774,1671200539,8
14:28:27,46.9,70.3,45977600,434389427,586080556,1671200908,9
14:37:27,51.1,70.3,46100480,615592459,834311603,1671201448,11
14:33:43,49.3,70,38772736,537568234,726909058,1671201224,10
14:19:15,68.1,69.7,30654464,277876757,372106343,1671200356,8
14:30:17,48.3,69.7,49123328,468271772,632529946,1671201018,10
14:37:37,51.8,69.7,46338048,620201134,841749434,1671201458,11
14:19:22,42.3,69.3,31268864,283270457,378687724,1671200363,8
14:28:17,46.7,69,45756416,430777025,580301061,1671200898,9
14:30:52,48.6,69,50282496,480389891,649220459,1671201053,10
14:37:32,51.1,69,46223360,618315193,838727984,1671201453,11
14:31:28,48.8,68.7,51425280,492430918,665721382,1671201089,10
14:28:22,46.7,68.4,45867008,432995696,583840729,1671200903,9
14:31:16,74.7,68.4,50540544,483267871,653634150,1671201077,10
14:02:18,46.8,68.3,9715712,78013816,101767821,1671199339,5
14:10:05,62.9,68.3,18358272,156813422,207428264,1671199806,6
14:28:57,46.9,68.3,46891008,443295720,597898182,1671200938,9
14:17:16,52.9,68,27926528,249306572,332664589,1671200237,7
14:32:08,49.4,68,52682752,506008327,684740274,1671201129,10
13:49:25,59.7,67,1196032,8301067,10390239,1671198566,2
14:27:52,46.7,65.3,44957696,423993096,571934344,1671200873,9
14:23:16,55.7,65,36864000,339571261,456190502,1671200597,8
14:31:49,62.3,65,51621888,494955984,669779436,1671201110,10
14:37:42,51.8,65,46444544,621424953,843694545,1671201463,11
13:51:53,61.7,64.6,2019328,14451223,18102286,1671198714,2
14:27:47,46.7,64.4,44847104,422597512,569690160,1671200868,9
14:27:42,46.7,64,44740608,420411041,566167180,1671200863,9
14:32:03,48.8,64,52572160,504354724,682058835,1671201124,10
14:37:02,52.0,64,45068288,606820859,823385044,1671201423,11
14:38:17,53.0,64,47714304,634685318,861855982,1671201498,11
14:19:50,67.8,63.5,31551488,286868079,384337830,1671200391,8
14:34:18,49.2,63.4,39919616,549330338,743013225,1671201259,10
14:22:53,43.1,63.3,36634624,336395224,451045175,1671200574,8
14:36:12,49.9,62.9,43552768,588339410,796742356,1671201373,11
14:11:03,50.2,62.6,19611648,168383643,222990727,1671199864,6
14:36:57,51.6,62.6,44949504,604937359,820365749,1671201418,11
14:11:40,75.3,62.4,20295680,174436591,230946648,1671199901,7
14:31:51,75.2,62.2,51687424,495244516,669990231,1671201112,10
14:21:17,42.7,62,34152448,312956071,419930415,1671200478,8
14:35:16,63.4,62,41365504,565798571,766649969,1671201317,10
14:36:52,51.6,62,44834816,602223184,815981813,1671201413,11
14:18:52,42.3,61.4,30466048,275995089,369241362,1671200333,8
14:00:02,35.2,61.1,7831552,60910604,78598020,1671199203,4
14:20:42,42.8,60.4,33251328,304067790,407847548,1671200443,8
14:21:12,42.7,60,34045952,311752127,418001033,1671200473,8
14:27:17,46.8,59.4,43937792,413554974,557700334,1671200838,9
14:34:53,49.2,59.4,41062400,561170114,759173903,1671201294,10
14:18:17,43.5,59,29573120,266840688,356690132,1671200298,8
14:18:57,42.3,59,30560256,277262674,371270187,1671200338,8
14:31:14,61.7,58.6,50487296,483017619,653450946,1671201075,10
13:49:50,56.1,58.4,1331200,9321395,11666138,1671198591,2
14:27:12,46.6,58.4,43827200,412144231,555436663,1671200833,9
14:01:50,63.4,58.2,9232384,73385797,95484655,1671199311,5
14:10:33,49.9,58,18972672,162509503,215134530,1671199834,6
14:19:48,54.9,58,31510528,286668394,384191980,1671200389,8
14:20:07,44.2,58,32362496,295183313,395729962,1671200408,8
14:21:53,42.8,58,35045376,321702457,431859844,1671200514,8
14:27:07,46.6,58,43724800,409977450,551941257,1671200828,9
14:18:47,42.3,57.6,30375936,274139998,366269247,1671200328,8
14:21:47,42.5,57.6,34947072,320560793,430003888,1671200509,8
14:36:27,53.8,57.6,43896832,594342342,806438324,1671201388,11
14:20:02,43.8,57,32260096,294036023,393835763,1671200403,8
14:36:22,53.3,57,43782144,592972941,804247248,1671201383,11
14:11:38,62.9,56.6,20262912,174257855,230816622,1671199899,7
14:20:37,42.4,56.4,33153024,302877319,405921390,1671200438,8
14:35:32,80.5,56.4,42246144,573109598,775317666,1671201333,11
13:48:00,57.0,56,765952,5208162,6505186,1671198481,1
14:06:15,48.3,56,13840384,114227266,149946493,1671199576,5
14:19:32,42.3,56,31465472,286261645,383546905,1671200373,8
14:29:52,78.8,56,48197632,458993885,620400128,1671200993,10
14:33:18,50.8,56,37863424,529772045,717239627,1671201199,10
14:10:35,63.0,55.7,19009536,162669694,215251767,1671199836,6
13:50:15,61.7,55.6,1466368,10348923,12954800,1671198616,2
14:18:12,43.5,55.6,29478912,264984213,353703221,1671200293,8
14:18:22,43.5,55.4,29663232,268082050,358719140,1671200303,8
14:11:12,37.2,55,20103168,172477417,227968363,1671199873,6
14:29:47,83.1,55,48107520,458099002,618949012,1671200988,10
,,,,,,,
13:56:36,42.6,54.5,4788224,35822492,45782109,1671198997,3
14:11:05,63.1,54.5,19652608,168553178,223114703,1671199866,6
14:19:27,42.3,54.5,31371264,285059751,381599770,1671200368,8
14:22:28,43.1,54.5,35942400,330525963,443865533,1671200549,8
,,,,,,,
14:33:01,73.1,54.3,36872192,519067365,702577716,1671201182,10
14:28:43,59.7,54,46030848,434884383,586871006,1671200924,9
,,,,,,,
13:51:03,56.1,53.5,1740800,12387671,15521771,1671198664,2
14:26:32,46.7,53.5,42708992,399516148,537666735,1671200793,9
14:26:42,46.7,53.5,42917888,403129225,543466273,1671200803,9
14:29:42,79.6,53.5,48009216,456549804,616442133,1671200983,10
,,,,,,,
14:33:13,48.9,53.1,37748736,528125800,714593950,1671201194,10
13:51:28,56.1,53,1875968,13418621,16810635,1671198689,2
14:22:23,43.1,53,35840000,329363625,441993018,1671200544,8
14:29:37,78.6,53,47923200,454483594,613106857,1671200978,10
,,,,,,,
13:43:49,54.7,52,12288,10695,7065,1671198230,0
13:52:25,56.2,52,2174976,15570889,19466183,1671198746,3
14:26:37,46.7,52,42811392,401697436,541164389,1671200798,9
14:01:48,65.8,51.5,9203712,73263216,95395205,1671199309,5
14:08:47,37.0,51.5,16986112,144338544,190591061,1671199728,6
14:10:47,37.2,51,19550208,167802748,222061399,1671199848,6
14:11:17,37.2,51,20197376,173709639,229951898,1671199878,6
14:19:13,55.0,51,30613504,277710401,371984650,1671200354,8
14:35:15,63.4,51,41365504,565790557,766644913,1671201316,10
,,,,,,,
13:43:53,56.9,50.5,16384,21494,21799,1671198234,1
14:24:13,45.9,50.5,38633472,357969577,480816333,1671200654,9
,,,,,,,
,,,,,,,
14:09:17,37.0,50,17625088,150235109,198487377,1671199758,6
14:10:12,36.9,50,18821120,160702825,212223561,1671199813,6
14:12:32,40.7,50,21676032,189048260,251055696,1671199953,7
14:21:00,68.4,50,33349632,304654854,408547996,1671200461,8
14:29:23,72.6,50,47054848,445129621,600835187,1671200964,10
,,,,,,,
,,,,,,,
13:50:40,56.1,49.5,1609728,11390465,14254097,1671198641,2
14:13:03,38.8,49.5,22360064,195278984,259147894,1671199984,7
14:17:07,40.1,49.5,27922432,249294048,332656303,1671200228,7
14:24:48,45.3,49.5,39649280,368556331,495352376,1671200689,9
13:51:30,61.7,49,1884160,13456357,16837624,1671198691,2
14:06:16,48.3,49,13844480,114235280,149951549,1671199577,5
14:08:17,36.7,49,16338944,138386503,182597482,1671199698,6
14:09:42,36.9,49,18182144,154865212,204371209,1671199783,6
14:10:17,36.9,49,18915328,161947525,214230256,1671199818,6
14:10:42,37.1,49,19456000,166554883,220042338,1671199843,6
14:13:08,38.8,49,22450176,196842196,261658714,1671199989,7
14:16:57,39.8,49,27742208,246699566,328509155,1671200218,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
14:09:12,37.0,48.5,17534976,148988747,196470017,1671199753,6
14:23:03,43.1,48.5,36835328,339347135,455838747,1671200584,8
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
13:50:38,61.7,48,1601536,11352598,14227058,1671198639,2
13:56:35,42.6,48,4788224,35814478,45777053,1671198996,3
14:02:20,59.0,48,9752576,78167379,101880013,1671199341,5
14:17:02,39.7,48,27836416,248272615,331023677,1671200223,7
,,,,,,,
,,,,,,,
14:08:12,36.5,47.5,16252928,137094725,180525219,1671199693,6
14:09:47,37.0,47.5,18268160,156077535,206349320,1671199788,6
14:28:08,59.7,47.5,45010944,424519643,572770540,1671200889,9
13:43:55,55.7,47,20480,42688,37089,1671198236,1
14:07:47,36.5,47,15695872,132371184,174511765,1671199668,6
,,,,,,,
14:12:27,40.7,46.5,21590016,187547229,248594278,1671199948,7
14:26:07,47.1,46.5,41902080,392665702,529183421,1671200768,9
14:26:02,46.5,46,41795584,391255516,526916101,1671200763,9
13:52:23,56.2,45.5,2158592,15505660,19418434,1671198744,3
14:08:42,37.0,45.5,16896000,143046733,188514783,1671199723,6
,,,,,,,
14:23:26,75.7,45.4,36950016,339955913,456479430,1671200607,9
13:43:48,54.7,45.1,8192,2697,2009,1671198229,0
13:50:13,56.1,45.1,1466368,10314434,12930024,1671198614,2
14:10:03,50.0,45,18333696,156694002,207341088,1671199804,6
,,,,,,,
14:25:57,46.5,45,41689088,389119276,523459082,1671200758,9
14:16:27,39.4,44.9,26972160,239471145,318808334,1671200188,7
14:02:50,60.4,44.6,10272768,82790784,108071807,1671199371,5
13:48:01,57.0,44.4,765952,5216266,6510318,1671198482,1
,,,,,,,
14:07:42,36.4,44,15609856,131092027,172447160,1671199663,6
14:13:13,39.2,44,22540288,197837108,263252734,1671199994,7
,,,,,,,
14:25:23,46.3,44,40673280,379034264,509688786,1671200724,9
14:12:20,69.1,43.7,21082112,183085227,243069172,1671199941,7
14:13:38,39.6,43.6,23134208,202854609,269396892,1671200019,7
14:16:37,39.5,43.6,27156480,242036615,322931854,1671200198,7
,,,,,,,
14:16:32,39.4,43,27070464,241089463,321402961,1671200193,7
14:27:33,59.6,43,43995136,414185104,558693591,1671200854,9
,,,,,,,
,,,,,,,
14:24:06,87.3,42.9,37978112,352087234,473576406,1671200647,9
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
14:07:07,54.9,41.6,14962688,124893585,164084089,1671199628,6
14:13:43,39.6,41.6,23220224,204371079,271859704,1671200024,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
14:07:12,38.9,41.2,15040512,126197864,166183440,1671199633,6
14:03:28,34.7,41,11149312,90478472,118068482,1671199409,5
14:25:22,46.3,41,40673280,378687756,509165252,1671200723,9
,,,,,,,
,,,,,,,
,,,,,,,
14:02:32,36.9,40.6,10190848,82241911,107333140,1671199353,5
14:12:37,40.7,40.6,21757952,190124399,252785089,1671199958,7
14:25:32,46.4,40.6,40882176,382280949,514948680,1671200733,9
,,,,,,,
,,,,,,,
13:51:05,56.1,40.4,1748992,12432183,15553518,1671198666,2
,,,,,,,
,,,,,,,
,,,,,,,
14:03:33,34.8,40.2,11227136,91451213,119638823,1671199414,5
14:01:13,58.5,40,8683520,68162685,88345232,1671199274,5
14:03:02,34.8,40,10711040,86862001,113514528,1671199383,5
14:09:33,49.8,40,17690624,150857811,199496480,1671199774,6
,,,,,,,
13:55:01,55.3,39.6,3760128,27986914,35634172,1671198902,3
,,,,,,,
14:02:57,34.5,39.4,10633216,85875753,111917650,1671199378,5
14:25:27,46.3,39.4,40775680,380844234,512646191,1671200728,9
,,,,,,,
,,,,,,,
,,,,,,,
14:07:33,49.5,38.6,15134720,127034800,167524790,1671199654,6
14:14:13,39.5,38.6,23904256,210323540,279524512,1671200054,7
14:16:07,40.2,38.6,26394624,234793488,313205371,1671200168,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
14:14:18,39.5,38,23994368,211853575,281990307,1671200059,7
14:17:15,52.9,38,27926528,249298559,332659535,1671200236,7
,,,,,,,
,,,,,,,
14:00:52,35.4,37.4,8613888,67515271,87319527,1671199253,4
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
14:00:43,45.4,37,8294400,64985231,84214263,1671199244,4
14:03:58,36.6,37,11669504,95026151,124123400,1671199439,5
14:09:03,49.8,37,17051648,144964867,191591405,1671199744,6
14:13:48,39.6,37,23314432,205344669,273441511,1671200029,7
14:16:02,40.2,37,26304512,233759507,311536988,1671200163,7
,,,,,,,
,,,,,,,
13:59:12,35.1,36.6,7061504,54937029,70869498,1671199153,4
