horario,memoria(%),cpu(%),Block-use(bytes),Net-in(bytes),Net-out(bytes),TimeStamp,round
01:43:01,30.5,53.7,5226496,37756024,48719983,1671154982,4
01:43:02,30.5,54.8,5226496,37757589,48721321,1671154983,4
01:43:26,24.5,48.5,5611520,40864063,52802289,1671155007,4
01:43:27,31.1,53.8,5611520,40865808,52803779,1671155008,4
01:43:51,31.1,53.6,6004736,43947604,56837454,1671155032,4
01:43:52,30.9,51.2,6004736,43957085,56844563,1671155033,4
01:44:16,30.9,54.2,6385664,47004563,60816696,1671155057,4
01:44:17,30.9,45.8,6393856,47026189,60832593,1671155058,4
01:44:41,31.1,52.2,6778880,50039976,64771720,1671155082,4
01:45:06,31.3,55.3,7168000,53070225,68736124,1671155107,4
01:45:07,31.1,53.2,7168000,53082349,68745087,1671155108,4
01:45:31,30.5,52.7,7548928,56036604,72589807,1671155132,4
01:45:56,30.9,52.5,7942144,58992297,76438841,1671155157,4
01:46:21,31.1,53.3,8327168,61976038,80332209,1671155182,4
01:46:51,31.6,54.4,8724480,64942645,84181791,1671155212,5
01:46:52,31.6,50.2,8724480,64964136,84197487,1671155213,5
01:47:21,31.2,54.6,9236480,69568766,90463190,1671155242,5
01:47:51,31.4,55.3,9752576,73813991,96130448,1671155272,5
01:48:04,31.5,52.6,10260480,77998151,101643682,1671155285,5
01:48:16,31.0,53.6,10268672,78003550,101647382,1671155297,5
01:48:17,31.0,45.9,10276864,78043630,101676791,1671155298,5
01:48:41,31.5,54,10780672,82179438,107095652,1671155322,5
01:49:06,32.1,53.1,11292672,86315638,112543940,1671155347,5
01:49:31,34.0,59.6,11804672,90439237,117949258,1671155372,5
01:49:56,32.5,54.1,12316672,94564678,123364810,1671155397,5
01:50:22,32.5,53.8,12828672,98692355,128791427,1671155423,5
01:50:47,34.3,53.9,13344768,102838140,134221859,1671155448,5
01:51:08,27.8,47.6,13856768,106947570,139597792,1671155469,0
01:51:17,33.5,53.7,13860864,106963886,139618760,1671155478,6
01:51:18,22.4,48.7,13914112,107209807,139801827,1671155479,6
01:51:51,33.7,54.6,14503936,113109807,148021476,1671155512,6
01:51:52,34.6,51.6,14508032,113122465,148031040,1671155513,6
01:52:21,34.5,53.1,15147008,118812527,155653580,1671155542,6
01:52:51,34.4,52.1,15785984,124364842,163019817,1671155572,6
01:53:21,35.4,52.6,16424960,129874077,170354659,1671155602,6
01:53:51,34.5,53.7,17063936,135328474,177584948,1671155632,6
01:54:21,34.6,52.2,17702912,140790563,184822708,1671155662,6
01:54:51,34.4,53.9,18345984,146151752,191912749,1671155692,6
01:55:21,34.4,53.9,18984960,151556607,199068667,1671155722,6
01:55:22,34.4,46.7,19013632,151685532,199164126,1671155723,6
01:55:23,22.3,49.1,19079168,152005713,199401173,1671155724,6
01:55:24,22.3,48.3,19148800,152721948,200293082,1671155725,6
01:55:51,34.7,53.5,19628032,156928565,206141656,1671155752,6
01:55:59,22.6,46.6,20140032,161086743,211241796,1671155760,6
01:56:04,22.6,48.8,20250624,162239605,213121580,1671155765,6
01:56:17,28.6,51,20283392,162324371,213246985,1671155778,0
01:56:26,37.3,55.2,20291584,162340889,213268025,1671155787,7
01:57:00,36.1,48.8,21057536,169907913,223717917,1671155821,7
01:57:01,42.5,55,21057536,169909478,223719255,1671155822,7
01:57:02,42.5,46.8,21110784,170154998,223900897,1671155823,7
01:57:32,36.2,52.8,21819392,176740901,232915653,1671155853,7
01:58:01,30.2,51.7,22585344,183528127,242037879,1671155882,7
01:58:02,36.7,53.7,22589440,183529755,242039306,1671155883,7
01:58:31,30.6,55.7,23347200,190239173,251037419,1671155912,7
01:58:32,36.4,53.5,23347200,190240927,251038918,1671155913,7
01:59:01,29.9,58.4,24113152,196987293,260070630,1671155942,7
01:59:02,36.4,54.9,24113152,196988867,260071977,1671155943,7
01:59:03,36.4,45.9,24170496,197283642,260290530,1671155944,7
01:59:04,24.2,52.1,24256512,198097240,261284317,1671155945,7
01:59:07,24.2,49.8,24502272,199260043,262150036,1671155948,7
01:59:08,24.2,48.9,24580096,199645651,262437093,1671155949,7
01:59:10,24.2,48.8,24715264,201797411,265926761,1671155951,7
01:59:31,30.8,57.3,24887296,203701181,269019976,1671155972,7
01:59:32,37.4,53.9,24887296,203702755,269021323,1671155973,7
01:59:34,24.6,46.3,25026560,204778108,270179289,1671155975,7
02:00:01,30.3,55,25645056,210325030,277847222,1671156002,7
02:00:02,36.8,54.8,25645056,210326043,277847911,1671156003,7
02:00:09,25.0,51.7,26243072,214959760,283391990,1671156010,7
02:00:31,36.3,53,26415104,217011780,286765849,1671156032,7
02:00:32,36.3,50.7,26423296,217073655,286811806,1671156033,7
02:00:39,24.1,51,27004928,221737072,292554370,1671156040,7
02:01:01,36.7,55.8,27172864,223610830,295653879,1671156062,7
02:01:02,36.7,53.3,27181056,223645303,295679599,1671156063,7
02:01:04,25.4,46,27344896,224844057,296959692,1671156065,7
02:01:05,25.4,46.8,27426816,225234139,297251518,1671156066,7
02:01:27,31.0,46.5,27938816,230284775,304558920,1671156088,0
02:01:36,38.7,57.7,27947008,230309273,304585198,1671156097,8
02:01:37,38.7,54.9,27955200,230322959,304595144,1671156098,8
02:01:41,38.7,48.5,28323840,232504660,306617203,1671156102,8
02:02:11,38.3,56.9,28839936,239405120,317231718,1671156132,8
02:02:12,38.3,51.9,28864512,239535009,317328227,1671156133,8
02:02:13,38.3,47.3,28958720,239987322,317665316,1671156134,8
02:02:14,31.1,52.4,29052928,240926800,318806786,1671156135,8
02:02:15,26.2,47.3,29143040,241375895,319141172,1671156136,8
02:02:17,26.2,46.9,29331456,242267938,319804558,1671156138,8
02:02:19,26.3,75.7,29507584,244979569,323963634,1671156140,8
02:02:24,26.3,58.7,29630464,246702320,326801480,1671156145,8
02:02:41,38.2,53.6,29724672,247628614,328330297,1671156162,8
02:02:42,38.2,56.1,29736960,247669413,328359371,1671156163,8
02:02:43,38.2,50.3,29835264,248124575,328700060,1671156164,8
02:02:44,26.1,48.4,29929472,248974213,329697094,1671156165,8
02:02:49,26.1,65.7,30404608,253085167,334885312,1671156170,8
02:03:11,37.9,56.3,30621696,255672208,339143649,1671156192,8
02:03:12,37.9,55.7,30625792,255701388,339164790,1671156193,8
02:03:13,37.9,49.8,30724096,256152077,339501693,1671156194,8
02:03:14,26.1,60.8,30814208,256984108,340451896,1671156195,8
02:03:17,26.1,47.7,31092736,258332964,341457371,1671156198,8
02:03:19,26.1,59.6,31305728,261159847,345732862,1671156200,8
02:03:24,26.1,62,31420416,262803022,348436737,1671156206,8
02:03:41,31.7,49.3,31510528,263641127,349785912,1671156222,8
02:03:42,37.8,52.4,31510528,263642701,349787259,1671156223,8
02:03:43,37.8,48.5,31567872,263923139,349995278,1671156224,8
02:04:12,38.8,52.9,32403456,271872000,360851140,1671156253,8
02:04:13,38.8,47.5,32468992,272162192,361066836,1671156254,8
02:04:41,32.1,57.2,33292288,279942722,371652069,1671156282,8
02:04:42,38.6,58.1,33292288,279944296,371653416,1671156283,8
02:04:50,25.5,46.4,33976320,285492820,378356325,1671156291,8
02:05:11,31.6,58.6,34185216,287938273,382323694,1671156312,8
02:05:12,38.2,55.8,34185216,287939847,382325041,1671156313,8
02:05:13,38.2,50.2,34250752,288251544,382557146,1671156314,8
02:05:14,25.3,55.4,34340864,289168576,383663582,1671156315,8
02:05:15,25.3,48.2,34439168,289625517,383997750,1671156316,8
02:05:16,25.3,48,34529280,290082007,384337775,1671156317,8
02:05:18,25.4,47.7,34717696,290989591,385012953,1671156319,8
02:05:25,25.4,56.9,34992128,295223225,391885071,1671156326,8
02:05:41,31.6,58.6,35069952,295980337,393117890,1671156342,8
02:05:42,38.1,57.5,35069952,295981911,393119237,1671156343,8
02:05:43,38.1,50.9,35127296,296254618,393322654,1671156344,8
02:05:44,26.6,53.9,35221504,297104047,394317515,1671156345,8
02:05:45,26.6,47.5,35319808,297559485,394656331,1671156346,8
02:05:49,26.6,55.9,35758080,301335865,399477959,1671156350,8
02:06:11,35.4,55.5,35962880,303933169,403729136,1671156372,8
02:06:12,38.5,53.2,35962880,303939270,403732939,1671156373,8
02:06:14,26.2,55.8,36155392,305346189,405234558,1671156375,8
02:06:19,26.3,47.8,36655104,309488352,410436064,1671156380,8
02:06:24,26.2,46.3,36773888,311219010,413247708,1671156385,8
02:06:46,44.9,52.7,36859904,311981366,414462885,1671156407,9
02:06:47,40.6,48.8,36872192,312035190,414501826,1671156408,9
02:07:04,27.9,55.1,37781504,321747275,427864627,1671156425,9
02:07:21,40.3,53.5,37875712,322677866,429366467,1671156442,9
02:07:22,40.3,47.1,37904384,322828739,429478415,1671156443,9
02:07:29,27.3,58.4,38641664,328975156,437013296,1671156450,9
02:07:56,40.8,51.5,38895616,332260386,442357984,1671156477,9
02:08:04,27.5,56.3,39657472,338685674,450192173,1671156485,9
02:08:09,27.5,47,39788544,340653492,453394936,1671156490,9
02:08:26,39.2,50.7,39907328,341816923,455290541,1671156507,9
02:08:34,27.2,56.7,40677376,348175040,462974161,1671156515,9
02:08:39,27.4,47.5,40808448,350094027,466123901,1671156520,9
02:08:56,39.3,51.2,40923136,351220299,467957385,1671156537,9
02:09:04,26.7,53.7,41693184,357484892,475564760,1671156545,9
02:09:09,26.9,50.2,41824256,359411306,478740578,1671156550,9
02:09:26,39.5,51.2,41934848,360506623,480511745,1671156567,9
02:09:34,27.3,56.1,42700800,366846176,488196725,1671156575,9
02:09:39,27.4,53.5,42840064,368794053,491416002,1671156580,9
02:09:56,39.6,52.4,42954752,369898868,493194875,1671156597,9
02:10:04,27.3,57.2,43720704,376217094,500847680,1671156605,9
02:10:09,27.3,52.2,43855872,378205773,504121970,1671156610,9
02:10:27,39.6,51.2,43966464,379250769,505831241,1671156628,9
02:10:28,39.6,47.9,44032000,379565234,506065905,1671156629,9
02:10:35,27.1,60,44736512,385604271,513535416,1671156636,9
02:10:40,27.2,53.1,44871680,387489201,516680428,1671156641,9
02:10:57,39.8,50.7,44982272,388523511,518373375,1671156658,9
02:11:01,27.6,47.3,45367296,390908109,520654634,1671156662,9
02:11:03,27.5,47.9,45584384,391939324,521423751,1671156664,9
02:11:05,27.5,50,45756416,394874214,526074868,1671156666,9
02:11:27,40.1,52.2,45998080,397850394,530946863,1671156688,9
02:12:02,41.1,55.7,47022080,407259697,543562997,1671156723,10
02:12:36,36.2,50.7,48160768,419485403,560664952,1671156757,10
02:12:37,42.6,50.2,48160768,419487058,560666366,1671156758,10
02:13:11,40.2,50.2,49303552,430422647,575578862,1671156792,10
02:13:46,40.5,50.7,50446336,441318652,590432603,1671156827,10
02:14:21,40.4,50.5,51589120,452169565,605135737,1671156862,10
02:14:29,27.3,48.5,52449280,459245913,613740599,1671156870,10
02:14:34,27.4,48.5,52584448,461518161,617486741,1671156875,10
02:14:56,40.4,50.5,52731904,462953037,619839744,1671156897,10
02:15:04,28.0,54.7,53592064,470032598,628440924,1671156905,10
02:15:09,28.0,55,53731328,472466960,632455248,1671156910,10
02:15:14,28.3,56.4,53862400,473941128,634831659,1671156915,10
02:15:26,34.4,58.7,53870592,473945201,634834104,1671156927,10
02:15:27,40.5,53.1,53870592,473946775,634835451,1671156928,10
02:15:34,27.7,62.9,54726656,481002503,643328458,1671156935,10
02:15:39,27.7,60.8,54874112,483233643,647057268,1671156940,10
02:15:44,27.8,47.6,55009280,484609094,649290879,1671156945,10
02:15:56,40.0,55.8,55009280,484614833,649294779,1671156957,10
02:15:57,40.5,53.3,55017472,484651769,649321997,1671156958,10
02:16:04,27.7,69,55873536,491738283,657902499,1671156965,10
02:16:09,27.8,63.7,56012800,494008823,661587123,1671156970,10
02:16:14,27.8,49,56143872,495293272,663694602,1671156975,10
02:16:26,40.2,50.7,56152064,495298665,663698254,1671156987,10
02:16:27,40.2,46.1,56168448,495391582,663766490,1671156988,10
02:16:34,27.6,59.7,57012224,502289268,672178878,1671156995,10
02:16:39,28.1,60.3,57155584,504474453,675781721,1671157000,10
02:16:56,40.7,50.7,57294848,505778396,677899878,1671157017,10
02:17:04,28.2,66.5,58150912,512767096,686439744,1671157025,10
02:17:09,28.3,58.7,58294272,514945514,690033368,1671157030,10
02:17:31,41.6,57.5,58437632,516239708,692149735,1671157052,11
02:17:32,41.6,46.9,58466304,516373281,692247034,1671157053,11
02:17:49,30.3,51.8,59559936,528116231,708558406,1671157070,11
02:18:10,36.1,47.5,59707392,529479372,710811226,1671157091,11
02:18:11,42.6,51.4,59707392,529480937,710812564,1671157092,11
02:18:19,28.8,59.8,60645376,537327258,720390888,1671157100,11
02:18:24,28.8,59.5,60784640,539839386,724498191,1671157105,11
02:18:29,28.8,54,60923904,541501162,727216953,1671157110,11
02:18:46,34.9,48.5,60973056,541924866,727901668,1671157127,11
02:18:47,41.4,50.5,60973056,541926440,727903015,1671157128,11
02:18:55,28.8,61.5,61911040,549915094,737606588,1671157136,11
02:19:00,29.1,59.4,62054400,552389206,741691383,1671157141,11
02:19:05,29.1,50.5,62205952,554021124,744350433,1671157146,11
02:19:21,35.3,51.7,62242816,554299448,744811966,1671157162,11
02:19:22,41.2,50.7,62242816,554301186,744813449,1671157163,11
02:19:30,28.4,56.5,63188992,562254455,754522056,1671157171,11
02:19:35,28.6,51.5,63332352,564652155,758515856,1671157176,11
02:19:56,35.0,54.7,63508480,566487478,761506004,1671157197,11
02:19:57,41.6,49.5,63508480,566489126,761507351,1671157198,11
02:20:05,28.4,54.9,64458752,574409983,771235586,1671157206,11
02:20:10,28.6,56.3,64610304,576784866,775202646,1671157211,11
02:20:31,37.6,56.7,64782336,578523640,778029895,1671157232,11
02:20:32,41.4,54.2,64782336,578523852,778029987,1671157233,11
02:20:37,28.7,50.4,65441792,582448111,781663493,1671157238,11
02:20:40,28.8,48.5,65732608,586363697,787620295,1671157241,11
02:21:06,41.4,51.7,66048000,590474721,794392621,1671157267,11
02:21:07,41.4,48.8,66068480,590575789,794466979,1671157268,11
02:21:41,41.5,51,67321856,602710980,811087370,1671157302,11
02:22:16,41.5,51,68587520,614923432,827608582,1671157337,11
02:22:24,28.8,47,69541888,622526445,836777647,1671157345,11
02:22:29,28.9,48.3,69693440,625030218,840880047,1671157350,11
02:22:34,29.0,48.5,69840896,626690307,843575653,1671157355,11
02:22:51,41.4,51,69861376,626924536,843939392,1671157372,11
02:22:59,28.9,53.7,70811648,634553848,853164012,1671157380,11
02:23:04,28.9,55,70963200,637083812,857279421,1671157385,11
02:23:09,29.0,55.5,71118848,638684438,859893933,1671157390,11
,,,,,,,
,,,,,,,
01:45:32,30.5,45.7,7557120,56070398,72614600,1671155133,4
02:07:39,28.3,45.7,38887424,332202705,442272066,1671156460,9
01:57:31,29.8,45.6,21819392,176739147,232914178,1671155852,7
,,,,,,,
01:59:06,24.2,45.5,24420352,198867332,261855587,1671155947,7
02:19:40,28.6,45.5,63479808,566254817,761136639,1671157181,11
02:11:26,33.7,45.4,45998080,397848820,530945516,1671156687,9
01:53:52,34.6,45.3,17088512,135440325,177667338,1671155633,6
02:00:03,36.8,45.3,25710592,210628563,278072552,1671156004,7
02:13:12,40.2,45.3,49324032,430511677,575644091,1671156793,10
02:16:44,28.1,45.3,57282560,505772759,677896046,1671157005,10
02:20:15,28.6,45.2,64753664,578352850,777758490,1671157216,11
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
02:00:07,25.0,44.9,26030080,212572908,279869920,1671156008,7
01:49:55,34.5,44.8,12316672,94562870,123363267,1671155396,5
01:52:22,34.5,44.8,15159296,118858643,155687299,1671155543,6
,,,,,,,
,,,,,,,
02:08:27,39.2,44.7,39944192,341991196,455417566,1671156508,9
02:16:01,27.6,44.7,55500800,487506666,651963728,1671156962,10
01:53:27,22.5,44.6,16785408,131938171,172261886,1671155608,6
,,,,,,,
02:17:14,28.3,44.5,58429440,516210921,692120624,1671157035,10
02:17:54,29.8,44.5,59695104,529403233,710695027,1671157075,11
02:00:04,25.0,44.4,25792512,211413879,279011417,1671156005,7
01:34:45,29.6,44.3,1208320,8062599,10190037,1671154486,2
01:51:16,32.5,44.3,13860864,106962348,139617449,1671155477,6
02:00:34,28.8,44.3,26587136,218318175,288167621,1671156035,7
,,,,,,,
02:16:02,27.6,44.3,55619584,488089501,652395966,1671156963,10
01:53:29,22.5,44.2,16932864,133975056,175400494,1671155610,6
01:56:31,37.4,44.1,20639744,164392372,215154622,1671155792,7
,,,,,,,
02:11:53,33.9,44.1,47009792,407242845,543541604,1671156714,0
01:48:22,31.0,44,10543104,79557458,103035994,1671155303,5
01:50:21,34.4,44,12828672,98690727,128790000,1671155422,5
02:13:47,40.5,44,50479104,441467825,590541449,1671156828,10
01:55:20,28.8,43.9,18984960,151555033,199067320,1671155721,6
02:01:09,25.5,43.8,27774976,228429148,301549033,1671156070,7
01:50:48,21.1,43.7,13373440,102982984,134327948,1671155449,5
01:55:29,22.3,43.7,19496960,155666637,204093263,1671155730,6
01:42:25,29.6,43.6,4829184,34484637,44330973,1671154946,0
,,,,,,,
02:11:02,27.5,43.4,45473792,391420097,521036103,1671156663,9
02:11:33,27.5,43.4,46608384,401331557,534048987,1671156694,9
02:15:59,27.6,43.4,55259136,486357100,651111988,1671156960,10
01:50:46,34.3,43.3,13344768,102836476,134220436,1671155447,5
01:55:50,28.5,43.3,19628032,156926991,206140309,1671155751,6
01:58:34,23.9,43.3,23506944,191473619,252398117,1671155915,7
02:14:04,28.1,43.3,51576832,452035663,604935329,1671156845,10
01:56:27,37.3,43.2,20320256,162479758,213369548,1671155788,7
,,,,,,,
02:20:33,41.4,43.2,64905216,579126603,778476727,1671157234,11
01:41:35,23.0,43.1,4304896,30616424,39332289,1671154896,3
01:47:52,31.4,43,9777152,73920467,96208516,1671155273,5
01:59:05,24.2,43,24338432,198481909,261569722,1671155946,7
02:01:03,36.7,43,27262976,224031078,295965296,1671156064,7
,,,,,,,
02:20:45,28.9,43,65880064,588771012,791622517,1671157246,11
01:44:42,31.1,42.9,6787072,50076814,64798736,1671155083,4
01:53:22,35.4,42.9,16449536,129980073,170432010,1671155603,6
02:21:42,41.5,42.9,67362816,602901756,811226415,1671157303,11
,,,,,,,
01:59:33,37.4,42.7,24944640,203987985,269231201,1671155974,7
,,,,,,,
,,,,,,,
02:07:24,27.3,42.6,38121472,324462103,431264614,1671156445,9
02:12:01,40.4,42.6,47022080,407258159,543561686,1671156722,10
01:54:59,22.7,42.4,18853888,150303744,197012105,1671155700,6
02:16:00,27.6,42.4,55382016,486933907,651538583,1671156961,10
,,,,,,,
,,,,,,,
,,,,,,,
02:13:59,28.1,42.3,51441664,450558338,602532953,1671156840,10
01:36:52,29.7,42.2,1900544,13005289,16513942,1671154613,2
01:55:56,22.6,42.2,19935232,158793271,207893265,1671155757,6
,,,,,,,
02:08:29,27.1,42.1,40157184,343593231,457143936,1671156510,9
02:15:31,27.7,42.1,54341632,476724961,637395394,1671156932,10
02:21:44,34.4,42.1,67624960,605050897,813624903,1671157305,11
02:21:59,28.5,42.1,68579328,614574377,827073518,1671157320,11
02:00:06,25.0,41.9,25948160,212178755,279577367,1671156007,7
02:00:08,25.0,41.9,26112000,212963722,280159649,1671156009,7
02:00:35,28.8,41.9,26669056,218708885,288459809,1671156036,7
,,,,,,,
02:07:26,27.3,41.9,38338560,325480841,432015606,1671156447,9
01:57:09,23.6,41.7,21643264,174618508,229483573,1671155830,7
,,,,,,,
02:11:29,40.1,41.7,46186496,399295290,532546565,1671156690,9
02:11:35,27.4,41.7,46772224,404255338,538697894,1671156696,9
01:37:17,29.7,41.5,2043904,13972901,17765716,1671154638,2
01:52:52,34.4,41.5,15806464,124453411,163084590,1671155573,6
02:22:17,41.5,41.4,68632576,615132944,827761641,1671157338,11
,,,,,,,
02:11:10,27.5,41.3,45891584,396806013,529244398,1671156671,9
02:09:57,39.6,41.1,43003904,370138352,493370745,1671156598,9
02:16:57,40.7,41.1,57327616,505947424,678022962,1671157018,10
01:59:39,24.6,40.9,25477120,208310283,274584080,1671155980,7
,,,,,,,
01:34:20,29.6,40.8,1069056,7084067,8936975,1671154461,2
01:47:22,31.2,40.8,9261056,69683765,90547257,1671155243,5
02:14:39,27.5,40.8,52719616,462921517,619796330,1671156880,10
02:07:55,34.3,40.7,38895616,332258812,442356637,1671156476,9
02:21:09,28.3,40.5,66334720,592709586,796832070,1671157270,11
,,,,,,,
02:21:54,28.4,40.3,68419584,612908078,824376533,1671157315,11
01:58:03,36.7,40.2,22646784,183796648,242234750,1671155884,7
01:58:37,24.0,40.2,23744512,192597383,253222426,1671155918,7
,,,,,,,
02:07:25,27.3,40.2,38227968,324966656,431636768,1671156446,9
02:10:58,39.8,40.2,45047808,388827982,518597325,1671156659,9
02:13:54,28.0,40.1,51306496,448240510,598769537,1671156835,10
02:22:52,41.4,40.1,69910528,627157269,844109590,1671157373,11
,,,,,,,
,,,,,,,
02:11:32,27.4,39.9,46501888,400816940,533668191,1671156693,9
,,,,,,,
02:14:22,40.4,39.7,51634176,452385918,605293698,1671156863,10
02:08:57,39.3,39.6,40968192,351417298,468100765,1671156538,9
01:38:42,30.3,39.5,2465792,17040355,21742588,1671154723,3
01:40:47,29.8,39.5,3792896,26830940,34376973,1671154848,3
01:46:22,31.1,39.5,8339456,62030149,80371735,1671155183,4
02:11:31,27.4,39.5,46395392,400306167,533291332,1671156692,9
02:20:34,28.8,39.5,65040384,580554021,780266707,1671157235,11
01:47:27,31.3,39.4,9531392,71290164,92047632,1671155248,5
,,,,,,,
02:11:40,27.7,39.4,46907392,406237807,541910878,1671156701,9
02:16:03,27.6,39.4,55734272,488622637,652789353,1671156964,10
01:29:57,27.8,39.3,245760,1571045,1967379,1671154198,1
01:52:59,22.4,39.3,16285696,128493386,168092973,1671155580,6
02:06:52,40.7,39.3,37404672,315093206,417289151,1671156413,9
02:21:13,28.4,39.2,66846720,595098727,798583519,1671157274,11
,,,,,,,
01:40:22,32.7,39.1,3526656,24891718,31883269,1671154823,3
,,,,,,,
01:59:09,24.2,39,24715264,201384813,265290669,1671155950,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
02:12:03,41.1,38.9,47108096,407677281,543868589,1671156724,10
,,,,,,,
,,,,,,,
,,,,,,,
01:48:42,31.5,38.7,10805248,82296049,107181032,1671155323,5
02:14:57,40.4,38.7,52776960,463159645,619990364,1671156898,10
01:30:47,27.8,38.6,397312,2602910,3258971,1671154248,1
01:50:25,32.5,38.5,12976128,99703847,129835756,1671155426,5
01:55:57,22.6,38.5,20000768,159108243,208125193,1671155758,6
,,,,,,,
,,,,,,,
,,,,,,,
01:45:57,30.9,38.2,7950336,59056917,76486000,1671155158,4
01:53:59,22.3,38.2,17571840,139410956,182593968,1671155640,6
,,,,,,,
01:48:21,31.0,38.1,10489856,79300189,102845238,1671155302,5
,,,,,,,
,,,,,,,
01:50:26,32.5,37.7,13029376,99951530,130017232,1671155427,5
01:46:42,31.6,37.6,8712192,64918667,84156113,1671155203,0
01:48:19,31.0,37.6,10383360,78793777,102471772,1671155300,5
01:50:23,32.5,37.6,12869632,98877921,128927798,1671155424,5
01:50:28,32.5,37.6,13135872,100445278,130378553,1671155429,5
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
01:45:09,31.1,37.5,7249920,53709121,69436222,1671155110,4
,,,,,,,
01:33:55,29.5,37.3,937984,6099612,7680992,1671154436,2
01:39:07,32.7,37.3,2736128,19047106,24340950,1671154748,3
01:48:20,31.0,37.3,10436608,79048664,102659850,1671155301,5
01:50:30,32.5,37.3,13254656,102021608,132900646,1671155431,5
01:54:20,28.7,37.3,17702912,140788989,184821361,1671155661,6
01:55:55,22.6,37.3,19869696,158476687,207658993,1671155756,6
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
01:54:29,22.2,36.8,18214912,144890542,189857300,1671155670,6
,,,,,,,
,,,,,,,
01:54:22,34.6,36.7,17735680,140926986,184922263,1671155663,6
,,,,,,,
01:33:25,29.4,36.6,790528,5140180,6460398,1671154406,0
02:17:01,28.2,36.6,57806848,508840720,680745221,1671157022,10
02:17:22,34.4,36.6,58429440,516214616,692122983,1671157043,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
02:13:29,28.5,36.5,50429952,441114575,590109985,1671156810,10
01:56:12,22.7,36.3,20275200,162312824,213239302,1671155773,6
,,,,,,,
,,,,,,,
01:41:10,29.9,36.2,4038656,28661457,36796834,1671154871,3
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
01:40:45,32.2,36.1,3776512,26756530,34322538,1671154846,3
01:49:30,34.0,36.1,11804672,90437663,117947911,1671155371,5
,,,,,,,
,,,,,,,
,,,,,,,
01:54:50,28.1,35.9,18345984,146150178,191911402,1671155691,6
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
01:49:58,32.5,35.7,12410880,94997941,123682576,1671155399,5
01:51:19,22.4,35.7,13987840,107883913,140644118,1671155480,6
,,,,,,,
,,,,,,,
,,,,,,,
