,Unnamed: 0,indice,memoria(%),cpu(%),Block-use(bytes),Net-in(bytes),Net-out(bytes),TimeStamp,round
179,64,65,5.1,4.8,4988928,4989097,8722223,1671640865,3
180,0,1,5.0,33.3,0,0,0,1671641401,4
181,116,117,5.3,13.0,15802368,14343857,26702348,1671641518,4
182,64,65,5.2,12.8,8003584,7381338,13599912,1671641466,4
183,191,192,5.3,12.8,25821184,23356481,43589365,1671641593,4
184,195,196,5.4,12.8,28184576,25321224,47470342,1671641597,4
185,192,193,5.3,12.7,26411008,23870743,44576676,1671641594,4
186,15,16,5.1,12.6,1994752,1881579,3403793,1671641417,4
187,43,44,5.2,12.6,7065600,6318900,11872293,1671641445,4
188,92,93,5.2,12.4,13086720,11807775,22064753,1671641494,4
189,93,94,5.2,12.4,13676544,12293015,23029823,1671641495,4
190,115,116,5.2,12.4,15204352,13859779,25739591,1671641517,4
191,118,119,5.3,12.4,16986112,15315923,28631388,1671641520,4
192,142,143,5.3,12.4,19746816,17843831,33303667,1671641544,4
193,219,220,5.4,12.4,30900224,27843747,52103990,1671641621,4
194,13,14,5.0,12.2,811008,920849,1477264,1671641415,4
195,242,243,5.4,12.2,33013760,29857066,55743813,1671641644,4
196,16,17,5.1,12.1,2580480,2365522,4370631,1671641418,4
197,168,169,5.3,11.9,23687168,21338249,39943023,1671641570,4
198,42,43,5.1,11.7,6475776,5824900,10899218,1671641444,4
199,91,92,5.2,11.7,12492800,11324249,21099163,1671641493,4
200,166,167,5.3,11.7,22503424,20364281,38011505,1671641568,4
201,221,222,5.4,11.7,32071680,28809239,54036923,1671641623,4
202,244,245,5.4,11.7,34193408,30828183,57675437,1671641646,4
203,68,69,5.2,11.6,10375168,9318168,17463660,1671641470,4
204,196,197,5.4,11.6,28770304,25809356,48437628,1671641598,4
205,217,218,5.4,11.6,29712384,26871771,50168429,1671641619,4
206,40,41,5.1,11.5,5296128,4861459,8973372,1671641442,4
207,143,144,5.3,11.5,20373504,18330131,34313349,1671641545,4
208,170,171,5.3,11.5,24875008,22305370,41867707,1671641572,4
209,218,219,5.4,11.5,30302208,27356742,51134987,1671641620,4
210,14,15,5.1,11.4,1396736,1400126,2437708,1671641416,4
211,243,244,5.4,11.4,33595392,30328427,56699790,1671641645,4
212,145,146,5.3,11.2,21553152,19295464,36283714,1671641547,4
213,193,194,5.3,11.2,27004928,24351922,45539462,1671641595,4
214,245,246,5.4,11.2,34791424,31309775,58634978,1671641647,4
215,17,18,5.1,11.0,3174400,2843228,5330866,1671641419,4
216,246,247,5.4,11.0,35377152,31802915,59607150,1671641648,4
217,89,90,5.2,10.9,11317248,10361103,19170554,1671641491,4
