,Unnamed: 0,indice,memoria(%),cpu(%),Block-use(bytes),Net-in(bytes),Net-out(bytes),TimeStamp,round
0,0,1,4.5,33.3,0,0,0,1672927201,1
1,187,188,5.1,4.5,22343680,20105420,24453427,1672927389,1
2,177,178,5.0,4.3,21327872,18717613,22724359,1672927379,1
3,304,305,5.1,4.1,-31809536,34084555,41621095,1672927506,1
4,444,445,5.1,4.0,42594304,49138077,59873564,1672927646,1
5,215,216,5.1,3.8,25161728,24015884,29298995,1672927417,1
6,221,222,5.1,3.8,25767936,24856289,30338619,1672927423,1
7,122,123,5.0,3.8,17608704,13333271,16203059,1672927324,1
8,209,210,5.1,3.8,24559616,23184379,28265229,1672927411,1
9,539,540,5.2,3.7,50315264,60169560,73375414,1672927741,1
10,201,202,5.1,3.5,23756800,22069279,26884923,1672927403,1
11,211,212,5.1,3.5,24768512,23459244,28606673,1672927413,1
12,227,228,5.1,3.5,26374144,25700592,31383598,1672927429,1
13,549,550,5.2,3.5,51372032,61586037,75112732,1672927751,1
14,571,572,5.2,3.5,51666944,62341001,75849195,1672927774,1
15,255,256,5.1,3.5,27275264,27245054,33116761,1672927457,1
16,262,263,5.1,3.5,27979776,28241680,34348456,1672927464,1
17,465,466,5.1,3.5,44711936,52064912,63502048,1672927667,1
18,521,522,5.1,3.5,48451584,57604689,70156130,1672927723,1
19,591,592,5.2,3.3,53682176,65288959,79325841,1672927794,1
20,128,129,5.0,3.3,18214912,14162940,17232485,1672927330,1
21,529,530,5.2,3.3,49266688,58735511,71597230,1672927731,1
22,298,299,5.2,3.3,-32411648,33253659,40586147,1672927500,1
23,179,180,5.0,3.3,21536768,18988932,23071351,1672927381,1
24,34,35,4.7,3.3,2252800,3354867,4006541,1672927236,1
25,148,149,5.0,3.3,20230144,16950777,20699811,1672927350,1
26,189,190,5.1,3.3,22540288,20387321,24802287,1672927391,1
27,468,469,5.1,3.3,45023232,52496109,64034110,1672927670,1
28,453,454,5.1,3.3,43495424,50390492,61425310,1672927655,1
29,207,208,5.1,3.3,24354816,22903792,27918481,1672927409,1
30,253,254,5.1,3.3,27074560,26964453,32769175,1672927455,1
31,26,27,4.7,3.3,1437696,2238907,2621930,1672927227,1
32,581,582,5.2,3.3,52674560,63787907,77584652,1672927784,1
33,205,206,5.1,3.3,24154112,22626028,27573917,1672927407,1
34,197,198,5.1,3.3,23355392,21515898,26194191,1672927399,1
35,254,255,5.1,3.2,27176960,27119644,32956780,1672927456,1
36,270,271,5.1,3.2,28782592,29353183,35732224,1672927472,1
37,120,121,5.0,3.2,17399808,13052447,15854067,1672927322,1
38,145,146,5.0,3.2,19918848,16517437,20164585,1672927347,1
39,496,497,5.1,3.2,45924352,54086550,65806541,1672927698,1
40,448,449,5.1,3.0,42995712,49696197,60566931,1672927650,1
41,130,131,5.0,3.0,18411520,14441916,17581171,1672927332,1
42,126,127,5.0,3.0,18006016,13889588,16891775,1672927328,1
43,118,119,4.9,3.0,17207296,12777416,15511223,1672927320,1
44,462,463,5.1,3.0,44417024,51653027,62989125,1672927664,1
45,102,103,4.9,3.0,15593472,10525064,12724693,1672927304,1
46,114,115,4.9,3.0,16797696,12220660,14820838,1672927316,1
47,106,107,4.9,3.0,15998976,11105625,13436672,1672927308,1
48,416,417,5.1,3.0,39768064,45172435,55014025,1672927618,1
49,586,587,5.2,3.0,53174272,64573014,78447959,1672927789,1
50,284,285,5.1,3.0,30199808,31301336,38156451,1672927486,1
51,268,269,5.1,3.0,28585984,29073459,35384180,1672927470,1
52,175,176,5.0,3.0,21123072,18434651,22377308,1672927377,1
53,185,186,5.0,3.0,22147072,19827796,24107167,1672927387,1
54,258,259,5.1,3.0,27578368,27685281,33656676,1672927460,1
55,191,192,5.1,3.0,22740992,20664638,25146952,1672927393,1
56,252,253,5.1,3.0,26976256,26837016,32607161,1672927454,1
57,231,232,5.1,3.0,26775552,26257761,32073944,1672927433,1
